conversation_id,edit_history_tweet_ids,created_at,text,id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,in_reply_to_user_id,username
1841181098606248443,['1841181098606248443'],2024-10-01T18:19:16.000Z,"On October 7-9 policy and industry leaders will gather in Washington, D.C. for #AISummit to discuss how #AI addresses some of society’s most significant challenges in healthcare, cybersecurity, manufacturing and more. Virtual registration is now open.  https://t.co/wqrtlMYDDt",1841181098606248443,en,52,5,237,11,10,58477,,nvidia
1839703493356994979,['1839703493356994979'],2024-09-27T16:27:47.000Z,Discover how NVIDIA executive assistant Jaime Miller is redefining the perception of administrative roles and driving IT innovation. #NVIDIAlife https://t.co/XQbJdENks2,1839703493356994979,en,16,0,123,0,11,28271,,nvidia
1838981406598561852,"['1838976888875737329', '1838981406598561852']",2024-09-25T16:38:28.000Z,"The @sangerinstitute is using NVIDIA GPUs and Parabricks to accelerate cancer research, saving up to $1M and 1,000 MWh annually. #sustainablecomputing #AIforGood https://t.co/npzKISFqnC",1838981406598561852,en,50,2,196,1,11,30961,,nvidia
1838721769248526515,['1838721769248526515'],2024-09-24T23:26:46.000Z,"We’ve joined the U.S. government in the launch of the Partnership for Global Inclusivity on AI, providing Deep Learning Institute training, GPU credits and hardware and software grants to help make the benefits of safe and trustworthy AI accessible to all. https://t.co/ScZJR0wd2f",1838721769248526515,en,48,2,168,1,10,30076,,nvidia
1837158027612328324,['1837295828060557627'],2024-09-21T01:00:35.000Z,"We would like to correct the previous statement of ""By the end of January, all NVIDIA operations will run on renewable energy."" What we meant is: ""By the end of January, all the electricity that powers NVIDIA’s global operations will come from renewable sources.""",1837295828060557627,en,11,0,130,0,3,32058,61559439,nvidia
1837207705448026210,['1837207705448026210'],2024-09-20T19:10:25.000Z,"We are collaborating with @TMobile to advance the future of telecom: https://t.co/8ZhjlSQTi1

At T-Mobile’s Capital Markets Day, our CEO Jensen Huang joined T-Mobile CEO Mike Sievert to discuss how AI-RAN will optimize network performance, energy efficiency, and provide new https://t.co/yMrKhVlbkz",1837207705448026210,en,43,6,187,1,10,31542,,nvidia
1837158027612328324,"['1837152238579380499', '1837158027612328324']",2024-09-20T15:53:01.000Z,"By the end of January, all NVIDIA operations will run on renewable energy. Join us at #NYClimateWeek 2024 as we harness AI for sustainability and celebrate energy efficiency gains. Let's build a greener future. 🌍 https://t.co/S1eUt3HEcW #ClimateAction https://t.co/KQ6AFVbSDE",1837158027612328324,en,61,5,315,13,6,44482,,nvidia
1836858380159205770,['1836858380159205770'],2024-09-19T20:02:19.000Z,"Don't miss the #AIsummit special address from NVIDIA's Bob Pette. You’ll learn how our accelerated computing platform is delivering breakthrough performance in the next wave of #AI, sensor processing, digital twins, cybersecurity, autonomous systems, sustainable computing, and https://t.co/NyuEsPj3Sh",1836858380159205770,en,40,1,156,1,6,31444,,nvidia
1836514439916601812,['1836514439916601812'],2024-09-18T21:15:37.000Z,Watch our CEO Jensen Huang and @salesforce CEO Marc Benioff on stage at Dreamforce for a fascinating #AI discussion on building the future with AI Agents and more: https://t.co/95Nm3Yxj9x https://t.co/ZFhSSLbyMw,1836514439916601812,en,39,2,240,2,10,47596,,nvidia
1836429221440172484,['1836429221440172484'],2024-09-18T15:37:00.000Z,"We're collaborating with @TMobile to transform telecommunications networks into AI computing infrastructure. AI-RAN—powered by NVIDIA AI Aerial—will revolutionize the telecommunications industry, paving the way to AI-powered networks. Watch the full video: https://t.co/BDBXiVSiT8",1836429221440172484,en,56,0,237,9,16,33310,,nvidia
1835717994330157133,['1835717994330157133'],2024-09-16T16:30:50.000Z,".@volvocars rolls out the EX90 SUV, first vehicle in its EV lineup built on @NVIDIADRIVE Orin, running NVIDIA DriveOS; Announces plans to integrate NVIDIA DRIVE Thor in future models and taps NVIDIA DGX for advanced #AI training. https://t.co/RmQONvrB8m",1835717994330157133,en,43,7,190,3,10,32577,,nvidia
1834623071908499557,['1834623071908499557'],2024-09-13T16:00:00.000Z,Kaushal Agarwal’s passion for technology runs deep. Discover how he’s inspired by the rapid advancements in next-generation memory subsystem architecture. https://t.co/tZGk3DkG4C #NVIDIAlife https://t.co/BPPrg7l88B,1834623071908499557,en,21,30,164,2,7,27539,,nvidia
1834260692385276347,['1834260692385276347'],2024-09-12T16:00:02.000Z,"At #OCW24, @Oracle announced the first zettascale OCI Supercluster accelerated by the #NVIDIABlackwell platform, allowing customers to train and deploy next-generation #AI models at scale. Learn more: https://t.co/qYKCDAWK7S https://t.co/wuSCUgSXyX",1834260692385276347,en,51,9,272,7,12,36560,,nvidia
1831812756535963944,"['1831811833235227100', '1831812756535963944']",2024-09-05T21:52:49.000Z,"Honored to announce that our CEO Jensen Huang will receive the Charles F. Jenkins Lifetime Achievement Award during the 76th Engineering, Science &amp; Technology #Emmy Awards. Jensen is being recognized for contributing significant advancements to television technology and https://t.co/5rMHGRMIYf",1831812756535963944,en,45,10,267,6,10,34332,,nvidia
1831374423737217087,['1831374423737217087'],2024-09-04T16:51:02.000Z,"GeForce RTX GPUs power best-in-class AI PCs for advanced AI in gaming, content creation and more.

Get a sneak peek ahead of @ifa_berlin kicking off in this week's #AIDecoded blog. https://t.co/jkEBDCCIkk",1831374423737217087,en,30,12,161,3,7,30492,,nvidia
1831008393982578941,['1831008393982578941'],2024-09-03T16:36:34.000Z,"At #OCW24, we are teaming up with Oracle to accelerate AI and data processing. https://t.co/x3UmAA24j4

Visit the Data &amp; AI Pavilion and watch our sessions to learn how our accelerated computing platform is enabling organizations to build, customize, and deploy #generativeAI.",1831008393982578941,en,34,7,146,3,2,31291,,nvidia
1829552154966680059,['1829552154966680059'],2024-08-30T16:09:59.000Z,"After a decade in software engineering, MBA intern Margaret Zhang sought new ways to apply her technical skills. Read more about her work this summer as a product management intern on NVIDIA’s enterprise platform team. #NVIDIAlife https://t.co/GFFqAAr1fe",1829552154966680059,en,24,23,155,3,7,36517,,nvidia
1828811332558139709,['1828811332558139709'],2024-08-28T15:06:14.000Z,"In the latest round of #MLPerf industry benchmarks, the first submission of NVIDIA Blackwell delivered up to 4X more performance on #Llama 2 70B, while the NVIDIA H200 Tensor Core GPU continued to deliver outstanding results across every data center test. https://t.co/q6C8bHyg9o",1828811332558139709,en,92,4,354,12,21,69019,,nvidia
1828448007685095553,['1828448977798472090'],2024-08-27T15:06:21.000Z,@Accenture @DeloitteUS @SoftServeInc @wwt_inc @ciscoDC @DellTech @HPE @LenovoDC,1828448977798472090,qam,10,0,57,0,3,35351,61559439,nvidia
1828448007685095553,['1828448007685095553'],2024-08-27T15:02:30.000Z,"Announcing NVIDIA NIM Agent Blueprints, reference applications for every enterprise to make their own #AI. They equip developers with apps for building generative AI use cases such as digital humans, PDF data extraction, and virtual screening. https://t.co/RfkQldUA1S https://t.co/3xgahbA2kr",1828448007685095553,en,84,8,389,22,49,145253,,nvidia
1828108203403718938,['1828108203403718938'],2024-08-26T16:32:14.000Z,"From 400x faster simulations to 140x energy savings, see how NVIDIA’s CUDA GPU-accelerated computing is paving the way for sustainable computing.

Read more: https://t.co/YcEDlkEupx 
#CUDA #AI #SustainableComputing https://t.co/QG17p2O5rg",1828108203403718938,en,92,3,399,10,23,58884,,nvidia
1825602163956973585,['1825602163956973585'],2024-08-19T18:34:08.000Z,"Join NVIDIA experts at this year's #VMwareExplore, in Las Vegas. Learn how our collaboration with @VMware is transforming the #generativeAI landscape, offering platforms to accelerate AI adoption for enterprises across industries. https://t.co/xwQFQDNerk",1825602163956973585,en,32,1,168,1,3,37470,,nvidia
1823040395669803296,['1823040395669803296'],2024-08-12T16:54:35.000Z,NVIDIA intern David Martin’s mission is to improve tech accessibility for the deaf and hard-of-hearing community. Explore his journey championing AI for good. #NVIDIAlife https://t.co/95H4Hb5JYq,1823040395669803296,en,28,3,153,2,5,30184,,nvidia
1821650295669321785,['1821650295669321785'],2024-08-08T20:50:49.000Z,"We had an incredible week at #SIGGRAPH2024. See how SIGGRAPH is leading conversations on computer graphics, simulation and #AI as it expands beyond media and entertainment — into huge industries like robotics, autonomous vehicles and scientific discovery. https://t.co/LenkOEKJtq",1821650295669321785,en,40,1,147,2,6,34441,,nvidia
1818741350181097560,['1818741350181097560'],2024-07-31T20:11:43.000Z,"Founders and CEOs of NVIDIA and @Meta discuss how open source is revolutionizing #AI. Dive into Jensen Huang and Mark Zuckerberg’s full discussion on how #OpenSource and generative AI are empowering an expansive enterprise ecosystem: https://t.co/zUksZEujks
#SIGGRAPH2024 https://t.co/4KHhSWhpmT",1818741350181097560,en,50,5,179,1,22,38206,,nvidia
1818701681766367378,['1818701681766367378'],2024-07-31T17:34:05.000Z,"Watch the replay of our CEO Jensen Huang and @Meta CEO Mark Zuckerberg's discussion on how fundamental research is enabling AI breakthroughs, and how #generativeAI and open-source software will empower developers and creators: https://t.co/zUksZEtLuU https://t.co/4oE9qKnmaZ",1818701681766367378,en,56,5,242,4,14,35692,,nvidia
1818069026662445309,['1818069026662445309'],2024-07-29T23:40:08.000Z,"Jensen Huang discusses the future of #AI-amplified human productivity, the energy efficiency of accelerated #computing, and the intersection of graphics and AI with @WIRED’s Lauren Goode. Catch up on all the news from #SIGGRAPH2024. https://t.co/97GE7EQaeW",1818069026662445309,en,82,10,390,11,37,218118,,nvidia
1818040370837483618,['1818040370837483618'],2024-07-29T21:46:16.000Z,"Live from #SIGGRAPH2024: Our CEO Jensen Huang and @Meta CEO Mark Zuckerberg chat on #AI and the next computing platforms. Watch the livestream to discover #generativeAI and virtual world breakthroughs, and how research is driving AI advancements. https://t.co/HXOSbm8q95",1818040370837483618,en,59,15,200,9,19,53491,,nvidia
1818029375222333793,"['1818022828459049270', '1818029375222333793']",2024-07-29T21:02:35.000Z,"Watch now: Our CEO Jensen Huang chats with @WIRED
Senior Writer Lauren Goode to explore accelerated computing, #generativeAI, and the research that’s fueling the next wave of innovation. #SIGGRAPH2024 https://t.co/8yML1QyIDz",1818029375222333793,en,45,0,169,5,12,40062,,nvidia
1817968248090251565,['1817968248090251565'],2024-07-29T16:59:41.000Z,"Our tech is boosting #energyefficiency across industries, cutting down #datacenter energy use. Innovations like liquid-cooled AI superclusters are setting new standards in eco-friendly tech. Learn more from @SeekingAlpha: https://t.co/OfH8FHeuUv https://t.co/AVxe6JdSeR",1817968248090251565,en,34,1,137,1,5,26137,,nvidia
1816876225522212873,['1816876225522212873'],2024-07-26T16:40:22.000Z,"Land an internship at NVIDIA: Linh Nguyen, who leads our campus recruiting teams, shares inside tips about how to stand out from the crowd. #NVIDIAlife https://t.co/8Fy5YieJfQ",1816876225522212873,en,26,6,132,0,19,29801,,nvidia
1816567929116459414,"['1816565751765192757', '1816567929116459414']",2024-07-25T20:15:19.000Z,"We are honored to share that our CEO, Jensen Huang, has been named a top 35 #HPC legend by @HPCWire for his visionary leadership and groundbreaking advancements in accelerated computing. https://t.co/aKi4OPs3gW https://t.co/6EaogdsOiI",1816567929116459414,en,51,4,334,5,3,38416,,nvidia
1816522379604197774,['1816522379604197774'],2024-07-25T17:14:19.000Z,"Join us at #SIGGRAPH2024 for two keynote presentations from our CEO and Founder Jensen Huang on Monday, July 29 at 2:30pm MT.

Don't miss #OpenUSD day, #GenerativeAI day, research panels, our Startup Innovation Zone, training labs, and more: https://t.co/k4kqrRN6G8  @Meta @WIRED https://t.co/5VYiagIaem",1816522379604197774,en,38,2,169,1,15,31966,,nvidia
1816153618757869864,['1816153618757869864'],2024-07-24T16:48:59.000Z,Accelerated computing and #AI are delivering #energyefficiency while reducing costs for many industries. Explore how NVIDIA technologies are tackling power demands from data centers and why accelerated computing is sustainable computing on our blog: https://t.co/raVmMG3Rcn https://t.co/RSUmZduUi6,1816153618757869864,en,34,2,166,3,8,32697,,nvidia
1815771808257499252,['1815771808257499252'],2024-07-23T15:31:49.000Z,"With NVIDIA AI Foundry, enterprises and nations can supercharge #generativeAI with a service that spans curation, synthetic data generation, fine-tuning, retrieval, guardrails, and evaluation to deploy custom @AIatMeta Llama 3.1 NVIDIA NIM Microservices. https://t.co/6GQrU92WFH https://t.co/1JVxosJPDZ",1815771808257499252,en,63,4,275,6,25,63923,,nvidia
1813964325167755730,"['1813963741903585444', '1813964325167755730']",2024-07-18T15:49:31.000Z,"Introducing Mistral NeMo 12B NIM, an advanced open language model for chatbots, multilingual tasks, coding and summarization. Created by @MistralAI and NVIDIA and runs on a single NVIDIA L40S and RTX GPUs. https://t.co/LrNF51hOXv #AI",1813964325167755730,en,61,13,232,6,16,52613,,nvidia
1813249197979599334,['1813249197979599334'],2024-07-16T16:27:51.000Z,"Meet Jennifer Marko, the NVIDIA designer creating the beautiful offices that empower NVIDIANs to do their life’s work. #NVIDIAlife https://t.co/pKMjp0sf4z",1813249197979599334,en,21,2,165,3,5,31079,,nvidia
1812901967687004601,['1812901967687004601'],2024-07-15T17:28:05.000Z,We’re excited to announce that our CEO Jensen Huang will be joined by @Meta CEO Mark Zuckerberg to discuss how research enables AI breakthroughs at #SIGGRAPH2024. Attend the discussion to learn about the intersection of #generativeAI and virtual worlds. https://t.co/rBvXjmfzCW https://t.co/a6CgMudYhX,1812901967687004601,en,291,34,1389,106,162,408328,,nvidia
1811496742849782209,['1811496742849782209'],2024-07-11T20:24:14.000Z,"Improved cancer diagnostics could be among the changes #generativeAI will bring to the healthcare industry, thanks to @paige_ai, the first company with an FDA-approved tool for cancer diagnosis. Learn more in the AI Podcast. https://t.co/uS3hafNklD",1811496742849782209,en,41,1,193,2,13,37057,,nvidia
1808255607994306872,['1808255607994306872'],2024-07-02T21:45:07.000Z,"Don’t miss this exclusive session on Tuesday, July 30 at #SIGGRAPH2024, covering the latest advancements from NVIDIA researchers in:

✔️graphics
✔️3D
✔️simulation
✔️robotics

Register now: https://t.co/icgHrhzRGI
#AIResearch  #OpenUSD https://t.co/fc8RWprI6X",1808255607994306872,en,67,14,285,7,20,48380,,nvidia
1807817106739679444,['1807817106739679444'],2024-07-01T16:42:40.000Z,"Join our founder and CEO Jensen Huang and @WIRED's Lauren Goode in an insightful fireside chat to discover how #generativeAI and accelerated computing are transforming industries.

Monday, July 29, 2:30 p.m. MT at #SIGGRAPH2024. https://t.co/k4kqrRMyQA https://t.co/W7LcW8FD87",1807817106739679444,en,46,3,254,4,10,36532,,nvidia
1806729736309150043,['1806729736309150043'],2024-06-28T16:41:51.000Z,"NVIDIANs around the world recently enjoyed two free days — extra days off each quarter when the whole company disconnects from work. Here’s how Ashwini Ashtankar, a senior tools development engineer, unplugged to recharge. #NVIDIAlife https://t.co/mAusrFqlGB",1806729736309150043,en,33,1,216,4,11,35179,,nvidia
1806357550343794748,['1806357550343794748'],2024-06-27T16:02:55.000Z,"Congratulations to our founder and CEO Jensen Huang for being recognized on @CarnegieCorp's 2024 list of #GreatImmigrants, Great Americans. Learn more: https://t.co/LlgxSH6g4D https://t.co/OA5BGrFBXV",1806357550343794748,en,69,9,501,13,15,51438,,nvidia
1805268436907344224,['1805268436907344224'],2024-06-24T15:55:10.000Z,"At #EEI2024, our CEO Jensen Huang joined @Edison_Electric Chair, President, and CEO Pedro Pizarro for a conversation about how accelerated computing improves data center energy efficiency, enhances grid resiliency, and reduces energy costs. https://t.co/KQ8ZLCAPBB",1805268436907344224,en,63,16,282,8,7,41745,,nvidia
1803113729040535906,['1803113729040535906'],2024-06-18T17:13:07.000Z,"Announced today, NVIDIA AI Computing by @HPE will enable enterprises of every size to gain an energy-efficient, fast, flexible path for sustainably developing and deploying #GenAI applications. Learn more: https://t.co/08YBuOQSYQ https://t.co/PfzTNtry7J",1803113729040535906,en,111,19,469,7,16,69883,,nvidia
1801736945246343458,['1801736945246343458'],2024-06-14T22:02:17.000Z,"We had an incredible week in Taiwan at #COMPUTEX2024, Asia's most important trade technology show, and the NVIDIA #AIsummit. Watch the highlights. https://t.co/qGw06GAb70",1801736945246343458,en,49,20,237,1,5,51376,,nvidia
1801666687386665214,['1801666687386665214'],2024-06-14T17:23:06.000Z,"Veronica Miller, a refugee from Eritrea now working at NVIDIA, feels like her family’s journey has come full circle. Discover how she’s thriving in her role as a technical program manager. #NVIDIAlife https://t.co/8XAyKbPPWA",1801666687386665214,en,30,1,175,2,3,40215,,nvidia
1801033872605335755,['1801033872605335755'],2024-06-12T23:28:31.000Z,"Announced at @Databricks #DataAISummit, NVIDIA GPU Acceleration is being integrated into Databricks’ Data Intelligence Platform to boost the efficiency, accuracy, and performance of AI development pipelines. https://t.co/Qn7zosDJTg",1801033872605335755,en,65,1,281,5,8,46193,,nvidia
1800664223514538384,['1800664223514538384'],2024-06-11T22:59:40.000Z,"Get ready to be inspired as our Founder and CEO Jensen Huang and @HPE President and CEO Antonio Neri come together live at Sphere in Las Vegas for the #HPEDiscover Keynote, June 18, 9am PT. Mark your calendars for this once-in-a-lifetime experience. https://t.co/KhpeVKZlew https://t.co/SNzYQBc5CB",1800664223514538384,en,56,3,257,9,12,48201,,nvidia
1800564101195932038,['1800564101195932038'],2024-06-11T16:21:49.000Z,"We power the world's AI, and @NVIDIAGeForce RTX powers yours.

RTX AI PCs deliver advanced AI in gaming, creating, developing, and beyond.

Learn more about #AIonRTX: https://t.co/1nhqet6mBu",1800564101195932038,en,82,0,316,2,13,40996,,nvidia
1800198626922176887,['1800198626922176887'],2024-06-10T16:09:33.000Z,"At this year's #SnowflakeCloudSummit, our company and @SnowflakeDB announced new #generativeAI solutions that let enterprises tap into the power of their own data to gain powerful business insights. Read the announcement. https://t.co/JY1MGFm3e1",1800198626922176887,en,59,0,275,2,11,41068,,nvidia
1799116732251992545,['1799116732251992545'],2024-06-07T16:30:29.000Z,"At #SAPSapphire Orlando, our CEO Jensen Huang and SAP CEO Christian Klein announced @SAP is harnessing NVIDIA #generativeAI software and industrial digital twins in the development of next-gen enterprise applications for customers. https://t.co/jW3YquK7NP",1799116732251992545,en,48,0,230,6,8,45599,,nvidia
1798752423378395487,['1798752423378395487'],2024-06-06T16:22:51.000Z,"Revealed at #COMPUTEX2024, robotics players like BYD Electronics, Siemens, Teradyne, and Intrinsic (an Alphabet company), are leveraging @NVIDIARobotics to advance AI-powered robots, transforming sectors like manufacturing, healthcare, and transportation. https://t.co/KfsK6gqCin",1798752423378395487,en,54,2,204,1,7,36197,,nvidia
1798389988326867205,['1798389988326867205'],2024-06-05T16:22:40.000Z,"The world’s top computer manufacturers joined us to unveil the latest NVIDIA Blackwell-powered systems, including the NVIDIA GB200 NVL2, to lead the next industrial revolution at #COMPUTEX2024. Read the press release to learn more. https://t.co/ant32HOSst",1798389988326867205,en,94,3,384,6,17,48364,,nvidia
1798385492796264679,['1798385492796264679'],2024-06-05T16:04:48.000Z,.@Voicemod collaborated with us on this #AI text-to-song that played at the closing of Jensen Huang‘s keynote at #COMPUTEX2024. Check out the full version: https://t.co/OS8ylW3IPH,1798385492796264679,en,43,3,170,0,9,35306,,nvidia
1798082304361038100,['1798082304361038100'],2024-06-04T20:00:02.000Z,"#COMPUTEX2024: AI assistants come to life on @NVIDIAGeForce RTX AI PCs. Learn about #AIonRTX news including Project G-Assist, an AI assistant for games &amp; apps, ACE PC NIMs, Windows Copilot Runtime to add RTX acceleration to SLMs &amp; RAG, AI laptops + more: https://t.co/VGGajY12rM https://t.co/hCAzjbSl2U",1798082304361038100,en,60,5,325,6,8,51145,,nvidia
1798028284703408300,['1798028284703408300'],2024-06-04T16:25:23.000Z,Just announced at #COMPUTEX2024: 150+ partners across every layer of the AI ecosystem are revolutionizing model deployment for enterprise applications with NVIDIA NIM inference microservices. https://t.co/hbuxX38EEz,1798028284703408300,en,60,1,266,2,9,43899,,nvidia
1797668665799696591,['1797668665799696591'],2024-06-03T16:36:23.000Z,"Check out the announcements shared by our CEO Jensen Huang—featuring new semiconductors, software and systems to power data centers, factories, consumer devices, robots and more. #COMPUTEX2024 #acceleratedcomputing https://t.co/zxy2zITERl",1797668665799696591,en,96,6,428,11,20,65673,,nvidia
1797220366974058909,['1797220366974058909'],2024-06-02T10:55:00.000Z,Watch our CEO Jensen Huang's live keynote at #COMPUTEX2024. Discover how the era of #AI is driving a new industrial revolution across the globe. https://t.co/Pab6klI6g1,1797220366974058909,en,267,32,885,58,90,336085,,nvidia
1796586759716790577,['1796586759716790577'],2024-05-31T16:57:17.000Z,"We’re counting down to our CEO Jensen Huang's live keynote at the NTU Sports Center in Taiwan – are you ready? Don't miss the chance to hear the latest in #AI on Sunday, June 2 at 7:00 p.m. CST. https://t.co/0wKMDcuJbx #COMPUTEX2024 https://t.co/LsQAGgs8g8",1796586759716790577,en,123,0,482,22,25,93134,,nvidia
1796334411530563916,['1796334411530563916'],2024-05-31T00:14:32.000Z,"Watch our CEO Jensen Huang at #CadenceLIVE as he discusses the pivotal role of #AI and accelerated computing in shaping industry mega-trends and how our collaboration with @Cadence drives transformational change across EDA, SDA, digital biology and AI. https://t.co/tsJF2XcxH8",1796334411530563916,en,75,0,242,8,19,57905,,nvidia
1796228802529415301,['1796228802529415301'],2024-05-30T17:14:53.000Z,"We're honored to be named among @TIME’s Most Influential Companies of 2024. Thanks to our partners and customers, NVIDIA continues to shape the future of AI. #TIME100 https://t.co/FAxAzlgttS",1796228802529415301,en,108,13,681,9,18,64374,,nvidia
1795875747686658235,['1795875747686658235'],2024-05-29T17:51:58.000Z,"Toy Jensen (TJ) was first introduced in the GTC 2021 November keynote. He's a photorealistic, lifelike autonomous toy avatar powered by NVIDIA AI technologies that responds to challenging domain-specific questions.

Share your favorite keynote moment with #NVIDIAkeynote. https://t.co/AbKU4z27qx",1795875747686658235,en,65,6,311,8,14,53675,,nvidia
1794145168519778553,['1794145168519778553'],2024-05-24T23:15:16.000Z,"We’re honored to rank #1 for corporate reputation among the most visible brands in America, according to 2024 Axios Harris Poll 100.",1794145168519778553,en,105,9,470,8,14,112853,,nvidia
1793460633800712630,['1793460633800712630'],2024-05-23T01:55:10.000Z,"Get ready to be inspired as our founder &amp; CEO Jensen Huang and @HPE President &amp; CEO Antonio Neri come together live at Sphere in Las Vegas for the #HPEDiscover Keynote on June 18, 9am PDT. https://t.co/1LnIOxvxHQ https://t.co/ys6VXGSphR",1793460633800712630,en,50,3,268,7,10,64037,,nvidia
1793307862116221204,['1793307862116221204'],2024-05-22T15:48:07.000Z,"NVIDIA CEO Jensen Huang will be back in Taiwan for #COMPUTEX2024. In anticipation for his upcoming keynote on June 2nd, we reflect on some of our past favorite #NVIDIAkeynote moments. 

Leave a comment sharing your favorite #NVIDIAkeynote moment.

Learn More: https://t.co/BwE5F0MTCg",1793307862116221204,en,81,41,374,21,17,81295,,nvidia
1793062685497569550,['1793062685497569550'],2024-05-21T23:33:52.000Z,"At Microsoft Build, NVIDIA is showcasing integrated solutions with Microsoft Azure and Windows PCs, simplifying AI model deployment and optimizing route mapping and app performance. #MSBuild

Learn More: https://t.co/PjehQENCfq. https://t.co/NL962Ms68T",1793062685497569550,en,120,43,535,3,12,78752,,nvidia
1792698989671821611,['1792698989671821611'],2024-05-20T23:28:40.000Z,"NVIDIA joined a $110 million AI partnership between Japan and the United States that includes an initiative to fund research through a collaboration between the University of Washington and the University of Tsukuba. 

Learn more: https://t.co/7xvl00EyXf. https://t.co/Md1e1zh1kS",1792698989671821611,en,86,30,335,5,14,63905,,nvidia
1791570813021261841,['1791570813021261841'],2024-05-17T20:45:42.000Z,"Discover NVIDIAN Aparna Chhajed’s impact on vision AI pipelines as she manages software development kit releases on the NVIDIA DeepStream team. #NVIDIAlife 

https://t.co/EIEXKpFXbZ https://t.co/jVns9iid9G",1791570813021261841,en,47,22,195,2,4,54103,,nvidia
1791222369408680174,['1791222369408680174'],2024-05-16T21:41:06.000Z,"Following an announcement by Japan’s Ministry of Economy, Trade and Industry, NVIDIA will play a central role in developing the nation’s generative AI infrastructure as Japan seeks to capitalize on the technology’s economic potential and further develop its workforce.

Learn https://t.co/QuKv9WmAjk",1791222369408680174,en,97,24,421,16,28,73194,,nvidia
1791136533321310545,['1791136533321310545'],2024-05-16T16:00:01.000Z,"BioHive, an engine powered by NVIDIA #AI to speed the work of scientists in healthcare, rose more than a hundred spots on the TOP500 list of the world’s fastest supercomputers. 

Learn more: https://t.co/dFnSwVRr36 https://t.co/hzvCuof9CM",1791136533321310545,en,39,6,174,4,11,38258,,nvidia
1790778462585987077,['1790778462585987077'],2024-05-15T16:17:11.000Z,"Create AI-powered applications easily with world-class performance: @Google Gemma 2 and PaliGemma, will be optimized with NVIDIA TensorRT-LLM. 

In addition, Gemma models will be available as NVIDIA NIM inference microservices from https://t.co/X5st0KHsg1. #GoogleIO

Learn more: https://t.co/50xLh0VKLl",1790778462585987077,en,95,13,448,7,30,60309,,nvidia
1790486355094413447,['1790486355094413447'],2024-05-14T20:56:27.000Z,"Congratulations to the @openai team on the launch of GPT-4o! We’re proud that #NVIDIADGX contributed to this next era of #AI innovation. https://t.co/EbYFRY0nOf

https://t.co/WaowjNfVBZ",1790486355094413447,en,64,22,406,4,22,51770,,nvidia
1790411975916474410,['1790411975916474410'],2024-05-14T16:00:53.000Z,"On June 2, Jensen Huang will deliver a live keynote at the NTU Stadium in Taipei on Sunday, at 7:00 p.m Taiwan time.    

NVIDIA is also hosting the #AISummit in Taiwan on June 5, where attendees will get valuable insights on AI from over 30 sessions and live demos in https://t.co/MxMUEDJkaZ",1790411975916474410,en,58,26,331,8,21,51785,,nvidia
1790059877521395736,"['1790057462826958893', '1790059877521395736']",2024-05-13T16:41:47.000Z,"Nine new supercomputers worldwide are using NVIDIA Grace Hopper Superchips to speed scientific research and discovery, driving a fundamental shift in the high-performance computing industry toward AI-powered systems. https://t.co/Tl6VhpXQcZ",1790059877521395736,en,54,11,325,6,17,45034,,nvidia
1789052136698872046,['1789052136698872046'],2024-05-10T21:57:23.000Z,"Linz, Austria-based startup, is revolutionizing maritime safety with NVIDIA's edge AI and computer vision technology, creating a safer journey on every wave. https://t.co/oaVJjqVTuw",1789052136698872046,en,24,15,132,2,6,46109,,nvidia
1788700927790047348,['1788700927790047348'],2024-05-09T22:41:48.000Z,"Discover how you can utilize AI models for healthcare using NVIDIA NIM, a collection of cloud-native microservices, that integrates with Amazon Web Services.  https://t.co/Ui4WRtUJrG",1788700927790047348,en,31,15,173,2,6,46627,,nvidia
1788327175151591721,['1788327175151591721'],2024-05-08T21:56:38.000Z,"At #Know24, @ServiceNow showcased its #AI avatar of the future for enhanced customer service, powered by NVIDIA AI Enterprise software. https://t.co/wIGBUowFOH",1788327175151591721,en,37,16,184,2,5,46384,,nvidia
1787940775508025597,['1787940775508025597'],2024-05-07T20:21:13.000Z,"Nonprofit @MITREcorp is implementing a new NVIDIA DGX SuperPOD system that will provide researchers access to massive computing leaps to produce generative #AI advances in climate science, healthcare and cybersecurity for the U.S. government. https://t.co/j5dQ6x1wMK",1787940775508025597,en,40,0,142,2,3,43805,,nvidia
1787880776396145030,['1787880776396145030'],2024-05-07T16:22:48.000Z,"NVIDIA has been recognized again as one of the top adoption-friendly workplaces by the @DTFA for Adoption. We support our employees as they build their families, including adoption, fertility testing, IVF treatment, surrogacy, and beyond. https://t.co/Wk0kWOcFIN #NVIDIAlife https://t.co/sxgjYB1Srh",1787880776396145030,en,33,12,160,3,5,65104,,nvidia
1786425487792722414,['1786425487792722414'],2024-05-03T16:00:01.000Z,The Silicon Valley YWCA honored five NVIDIA leaders for outstanding achievements in their fields. Learn how they’re helping NVIDIA solve the world’s greatest challenges. #NVIDIAlife https://t.co/FCGklmq96H,1786425487792722414,en,26,0,129,1,6,38921,,nvidia
