edit_history_tweet_ids,text,conversation_id,created_at,lang,in_reply_to_user_id,id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,username
['1589788493399539712'],"#KylieJenner wears archival FW99 #Mugler at tonights #CFDAAwards 

Photos by @GettyImages https://t.co/qBNtSLaKhr",1589788493399539712,2022-11-08T01:14:48.000Z,en,,1589788493399539712,40,9,230,3,8,0,FashionWeek
['1589775044720431104'],"Award Season is in full swing! #KylieJenner, #JuliaFox, #Tinashe, #Cassie and more arrive to the #CFDA Awards Gala in NYC tonight ✨

Photos from @GettyImages https://t.co/lvYhkqDgxN",1589775044720431104,2022-11-08T00:21:21.000Z,en,,1589775044720431104,111,9,572,11,8,0,FashionWeek
['1589735099624525825'],"This weekend stars gathered to celebrate the 11th annual #LACMA Art + Film Gala in Los Angeles sponsored by #Gucci. #BillieEilish wore head-to-toe Gucci and #KimKardashian was in a signature full #Balenciaga look. 

Photos by @GettyImages https://t.co/R9H1eRKOlg",1589735099624525825,2022-11-07T21:42:38.000Z,en,,1589735099624525825,17,1,46,2,4,0,FashionWeek
['1589654892561707009'],"In classic Chanel fashion, black and white dominated the collection. https://t.co/FVGJv4bmal",1589654773849997312,2022-11-07T16:23:55.000Z,en,72950235,1589654892561707009,15,0,39,1,1,0,FashionWeek
['1589654876535283717'],Feathers nod to the wardrobe and time period of the film. 🦚🪶 https://t.co/hRZPqDMjP8,1589654773849997312,2022-11-07T16:23:51.000Z,en,72950235,1589654876535283717,17,1,48,0,2,0,FashionWeek
['1589654853902487552'],Reworked formal attire tells a story about being on the cusp of conformity and rebellion. https://t.co/q353yEKDcb,1589654773849997312,2022-11-07T16:23:46.000Z,en,72950235,1589654853902487552,6,1,25,0,0,0,FashionWeek
['1589654826308145152'],A theme of mixed emotions is carried through the collection by way of busy yet muted prints and pastel tweeds. https://t.co/5cNCnhCiTx,1589654773849997312,2022-11-07T16:23:39.000Z,en,72950235,1589654826308145152,5,1,13,0,1,0,FashionWeek
['1589654786353135617'],"This collection was loosely inspired by Alain Resnais’ film Last Year in Marienbad. The infamous film conflates time and space and evokes a sense of romantic luxury. 

Movie still from Getty Images https://t.co/1Gzk1P7Va2",1589654773849997312,2022-11-07T16:23:30.000Z,en,72950235,1589654786353135617,1,2,8,0,0,0,FashionWeek
['1589654773849997312'],Another Look: @CHANEL SS23 https://t.co/LD8LLbUmFf,1589654773849997312,2022-11-07T16:23:27.000Z,en,,1589654773849997312,35,1,105,2,5,0,FashionWeek
['1588939829693276162'],"#Sunnei takes a playful approach to utilitarian style in their #SS23 collection. Their signature stripes and bold colors brought a youthful spirit and edge to #MFW. 

Photos by @GettyImages https://t.co/wJWo7PXmYf",1588939829693276162,2022-11-05T17:02:31.000Z,en,,1588939829693276162,21,0,51,0,5,0,FashionWeek
['1587845076134383622'],"Watermelon, sugar, FLY. #HarryStyles wears a #Gucci suit from the most recent #SS23 Twinsburg collection by #AlessandroMichele to the premiere for his new film, My Policeman.   ⁠
⁠
📸: @GettyImages https://t.co/3GU0xUbOdg",1587845076134383622,2022-11-02T16:32:21.000Z,en,,1587845076134383622,16,0,60,2,0,0,FashionWeek
['1587499884587917314'],"Who says millennials can't buy a house? This #LouisVuitton #RTW23 bag fits a home in the palm of your hand. ⁠
⁠
Photos via @GettyImages ⁠ https://t.co/GdQ2TOjRen",1587499884587917314,2022-11-01T17:40:41.000Z,en,,1587499884587917314,27,1,81,2,3,0,FashionWeek
['1587098230977974273'],"Mood when #Halloween lands on a Monday. Throwback to #MorningsSuck Vampire by #ZoeKravitz 🎃 #HappyHalloween⁠
⁠
Photos by @GettyImages https://t.co/8dxtov568t",1587098230977974273,2022-10-31T15:04:39.000Z,en,,1587098230977974273,29,4,48,1,2,0,FashionWeek
['1586770629021372417'],"When you have dance practice at 9 and a runway show at 2 🩰 #Margiela's #SS23 collection is inspired by the look of dancers after rehearsal. ⁠
⁠
Photos by @GettyImages https://t.co/YoLriTUWFB",1586770629021372417,2022-10-30T17:22:53.000Z,en,,1586770629021372417,27,0,74,2,1,0,FashionWeek
['1586380044087222272'],"Year after year, #ParisHilton maintains her status as a #Halloween icon 🎃 Which costume is your favorite? Let us know in the comments.⁠
⁠
Photos by @GettyImages https://t.co/hZ10YVNIBv",1586380044087222272,2022-10-29T15:30:50.000Z,en,,1586380044087222272,33,0,97,1,2,0,FashionWeek
['1586064986748571648'],"Us walking out of the house for #Halloweekend 👻🎃 The Han Kjobenhavn runway had all the drama! Their #SS23 collection titled, “Searching for Shadows” is composed of peculiar silhouettes and otherwordly designs ❤️‍🔥⁠
⁠
Video by @davinzgarcia(Instagram &amp; TikTok handles⁠) https://t.co/NlBa67OK33",1586064986748571648,2022-10-28T18:38:55.000Z,en,,1586064986748571648,29,4,86,4,2,0,FashionWeek
['1585686190463848449'],"#Rihanna &amp; #AsapRocky made an appearance at the premiere of the new Black Panther film, #WakandaForever. The #BadGal wore a stunning piece from #RickOwens #Fall22 collection and pointed mule sandals from #GiuseppeZanotti  ❤️‍🔥

Photos by @GettyImages https://t.co/Yk6nhrmEHY",1585686190463848449,2022-10-27T17:33:43.000Z,en,,1585686190463848449,26,0,96,1,2,0,FashionWeek
['1584938608397615111'],"All the fashion girlies stepping out for lunch today like ☔️#JilSander ⁠brings us posh + polished with a hint of ""I hate the rain"" 🖤

Photos by @GettyImages https://t.co/d8dXApTI4J",1584938608397615111,2022-10-25T16:03:05.000Z,en,,1584938608397615111,41,1,80,1,2,0,FashionWeek
['1584611735402467328'],"Doing detective work with my bestie like 🕵🏽‍♀️
#Naomi &amp; #CarlaBruni walk for #Tods in an iconic #SS23 show in #Milan. 

Videos by @ posh.tbilisi on IG
Edit by @ samuraisyd on IG https://t.co/1AoDcPPaOl",1584611735402467328,2022-10-24T18:24:13.000Z,en,,1584611735402467328,31,2,81,0,0,0,FashionWeek
['1584273944218980353'],"#MassimoGiorgetti married his partner 6 years ago and is now disheartened by the political future of Italy. Giorgetti titled #MSGM's #SS23 collection ""Forever, Always, Per Sempre"" as a way to celebrate love and union.
⁠
Photos by @GettyImages⁠ https://t.co/L0iMRAl3N5",1584273944218980353,2022-10-23T20:01:57.000Z,en,,1584273944218980353,22,0,44,0,0,0,FashionWeek
['1583853343130423298'],"#Ferrari ⁠elevates brand apparel at their #SS23 runway show in #Milan. The collection titled, “The Dream of Dreamers” uses loud prints and race car influences to embody the evolved identity of the brand. 
⁠
Photos by @GettyImages https://t.co/Z5Ri00RzH2",1583853343130423298,2022-10-22T16:10:38.000Z,en,,1583853343130423298,24,1,56,1,1,0,FashionWeek
['1583145985663848448'],"Earth, Water, Air, and Fire ❤️‍🔥 Another look at #Balmain #SS23.⁠
⁠
Photos by @GettyImages https://t.co/47F31m8oxk",1583145985663848448,2022-10-20T17:19:51.000Z,en,,1583145985663848448,27,4,96,4,1,0,FashionWeek
['1582779413355454465'],"#AnnaWintour, #PalomaElsesser, #BellaHadid and more attended the #GoldenHeartAwards hosted by charity organization, @godslovenyc and #MichaelKors. The event raised over $3 million in charity which will fund meals for New Yorkers in need ❤️

Photos by @GettyImages https://t.co/z9a2DoCo4i",1582779413355454465,2022-10-19T17:03:13.000Z,en,,1582779413355454465,23,1,46,2,0,0,FashionWeek
['1582386856792010752'],"The girl gang's all here 👯‍♀️ #SydneySweeney, #HaileyBieber and more arrived at #ElleMagazine's 2022 #WomenInHollywood celebration last night. https://t.co/dSP6LS8JwK",1582386856792010752,2022-10-18T15:03:20.000Z,en,,1582386856792010752,16,0,48,0,2,0,FashionWeek
['1582160951201378304'],"Community, fashion and craft were celebrated by designers at #TaipeiFashionWeek including, @justinxx_official, who worked closely with local Taiwanese embroiderers to create jaw-dropping collections ♥️⁠
⁠
Photos courtesy of Taipei Fashion Week https://t.co/45ePytzAN4",1582160951201378304,2022-10-18T00:05:40.000Z,en,,1582160951201378304,35,1,86,2,3,0,FashionWeek
['1581816161628397568'],"#AlexaDemie, #HaileyBieber, #SelenaGomez, #JungHoyeon and more attend the star-studded #AcademyMuseumGala this weekend. Alexa wears #Balenciaga and Hailey stuns in #SaintLaurent ✨⁠
⁠
Photos by @GettyImages⁠
⁠ https://t.co/DV2umpJ6a4",1581816161628397568,2022-10-17T01:15:36.000Z,en,,1581816161628397568,26,1,97,1,3,0,FashionWeek
['1580964359303442433'],"#SeoulFashionWeek is underway! See photos from @songzio_official #SS23 collection 🖤

Photos from @GettyImages https://t.co/nhSq7OcDAL",1580964359303442433,2022-10-14T16:50:50.000Z,en,,1580964359303442433,27,1,69,1,2,0,FashionWeek
['1580959357533327360'],"#AnneHathaway stuns in head-to-toe #Valentino Fall 2022 Couture at the premier for her new film, #ArmageddonTime ❤️‍🔥 https://t.co/Ni2glprhN7",1580959357533327360,2022-10-14T16:30:58.000Z,en,,1580959357533327360,32,4,89,3,1,0,FashionWeek
['1580673474648887296'],Photos by Getty Images,1579880234333065216,2022-10-13T21:34:58.000Z,en,72950235,1580673474648887296,5,0,9,0,0,0,FashionWeek
['1580647743038840833'],#SpookySeason but make it ✨fashion✨ See the street style outside of #Dior during #PFW. Video by @tomyyriis on Instagram. https://t.co/xL48RWJZgA,1580647743038840833,2022-10-13T19:52:43.000Z,en,,1580647743038840833,16,1,46,1,2,0,FashionWeek
['1580622880051642373'],#Balenciaga releases an $1800 leather Lays potato chip handbag. Thoughts? https://t.co/OxJXJo170S,1580622880051642373,2022-10-13T18:13:55.000Z,en,,1580622880051642373,8,1,15,1,0,0,FashionWeek
['1580593148828712961'],"Give us an #ErykahBadu collab or give us ☠️ 
This #FashionMonth, we saw Erykah Badu front row at many shows including #TomFord, #Valentino, #OffWhite and #VogueWorld. We love how she adds her personal style to every look. 

Photos from @GettyImages https://t.co/Ie7khPF45c",1580593148828712961,2022-10-13T16:15:47.000Z,en,,1580593148828712961,16,2,51,1,1,0,FashionWeek
['1579880234333065216'],A closer look at Fendi https://t.co/Lx69FWWurQ,1579880234333065216,2022-10-11T17:02:55.000Z,en,,1579880234333065216,34,4,138,1,3,0,FashionWeek
['1579539914131374080'],"It’s giving “bone-ified” slay &lt;3. #TimotheeChalamet repped new film, #BonesAndAll at the movie premiere this weekend with a diamond-encrusted #VivienneWestwood “bone” choker. Co-star, @tayrussell dazzled in #Schiaparelli haute couture. 

Photos by @GettyImages https://t.co/2cECGQc1cf",1579539914131374080,2022-10-10T18:30:36.000Z,en,,1579539914131374080,51,2,185,4,2,0,FashionWeek
['1579140319785807873'],"There's no denying that #BellaHadid is now a household name bec of her #Coperni finale. Just this season, she walked 21 shows from New York to Paris, fronted 2 September covers, and is the face of many campaigns. She truly is the supermodel of today ❤️‍🔥

Edit: @alitheacastillo https://t.co/vXg8IB79Cd",1579140319785807873,2022-10-09T16:02:45.000Z,en,,1579140319785807873,33,3,121,4,6,0,FashionWeek
['1578883220783128576'],"It’s Saturday night &amp; the party doesn't start until #DojaCat arrives 🎉 #Halsey, #Naomi, #RickOwens and more kicked off the weekend with #Beyonce and #TiffanyAndCo at Yoyo #PalaisDeTokyo.

Photos by @Gettyimages https://t.co/OxV9NOKQF8",1578883220783128576,2022-10-08T23:01:08.000Z,en,,1578883220783128576,16,0,55,0,1,0,FashionWeek
