id,edit_history_tweet_ids,text,conversation_id,created_at,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,username
1998291340770025564,['1998291340770025564'],"""JoJo's Bizarre Adventure: STEEL BALL RUN"" new Visual. Airs in 2026.

https://t.co/MH4QZz7R8f - #jojo_anime https://t.co/f5akfgE9vl",1998291340770025564,2025-12-09T07:19:16.000Z,en,2,0,19,0,2,1140,AniListco
1997641410229485961,['1997641410229485961'],"New ""Code Geass"" project titled ""Hoshi Oi no Aspar"" announced.

Director: Kazuya Nomura
Script: Mado Nozaki
Character Design: Rolua

https://t.co/9S7NKpv9Fr - #geassp https://t.co/3xP4s3prqz",1997641410229485961,2025-12-07T12:16:41.000Z,ro,1,0,21,0,3,1601,AniListco
1997593655561843018,['1997593655561843018'],"""Welcome to Demon School! Iruma-kun"" Season 4 new Visual and Trailer. Airs in April, 2026.

Trailer: https://t.co/0IDmhnzFMf 

https://t.co/bYZVlZc7r4 - #魔入りました入間くん https://t.co/7vMxYWswlC",1997593655561843018,2025-12-07T09:06:55.000Z,en,1,0,24,0,1,1098,AniListco
1997592309840433549,['1997592309840433549'],"""My Hero Academia: Vigilantes"" Season 2 new Visual and PV. Airs January 5, 2026.

PV: https://t.co/UyUsivfGrJ 

https://t.co/KtXnxzTcRT - #vigilante_mha #ヒロアカ #heroaca_a #mha https://t.co/0KZ7MKTK6u",1997592309840433549,2025-12-07T09:01:34.000Z,en,1,0,25,0,1,1236,AniListco
1997333962180419955,['1997333962180419955'],"""Wistoria: Wand and Sword"" Season 2 new Teaser and Visual. Airs in April, 2026.

PV: https://t.co/mVb2Xca1Jt 

https://t.co/DUnA7lkMlJ - #ウィストリア #Wistoria https://t.co/hTW0gXROrj",1997333962180419955,2025-12-06T15:54:59.000Z,en,1,0,35,0,0,1569,AniListco
1997266878046068774,['1997266878046068774'],"""TRIGUN STARGAZE"" new Trailer. Airs January 10, 2026.

Trailer: https://t.co/cU3p26onA1 

https://t.co/UjEQDPL9jm - #TRIGUN #TRIGUNSTARGAZE https://t.co/abH6aA9QIx",1997266878046068774,2025-12-06T11:28:25.000Z,en,4,0,29,0,3,1414,AniListco
1997204993829470415,['1997204993829470415'],"""Uchi no Otouto-domo ga Sumimasen"" anime adaptation announced. Airs in 2026.

PV: https://t.co/oEy3wj7YXb 

Director: Hitoshi Nanba
Script: Megumi Shimizu
Character Design: Youko Fukushima/Shiori Hiraiwa
Production: Lay-duce

https://t.co/ArnHlEeTfn - #うち弟アニメ https://t.co/I1XEMVyRIR",1997204993829470415,2025-12-06T07:22:31.000Z,en,0,0,9,0,0,1219,AniListco
1997199027914375503,['1997199027914375503'],"""Fate/strange Fake"" new Visual and PV. Airs January 3, 2026.

PV: https://t.co/DF6sDXt0hd 

https://t.co/hu6Rtc3P3O - #strangefake https://t.co/8mh5grEG1t",1997199027914375503,2025-12-06T06:58:49.000Z,en,0,0,17,0,0,1444,AniListco
1995925297569337400,['1995925297569337400'],"Original Film ""Cosmic Princess Kaguya!"" new Visual and PV. Airs January 22, 2026.

PV: https://t.co/d0llrbBVpr 

https://t.co/JWLYiitGQn - #超かぐや姫 #CosmicPrincessKaguya https://t.co/olS5H9zgiS",1995925297569337400,2025-12-02T18:37:28.000Z,en,0,0,17,0,1,1332,AniListco
1995923206364975534,['1995923206364975534'],"""Ikoku Nikki"" new Visual and PV. Airs January 4, 2026.

PV: https://t.co/KyxIg7hxNj 

https://t.co/5W6YZWTJIS - #違国日記 https://t.co/AGFqk77Vsf",1995923206364975534,2025-12-02T18:29:09.000Z,und,0,0,13,0,0,1152,AniListco
1994497287683281320,['1994497287683281320'],"""Saga of Tanya the Evil"" Season 2 new Visual and Teaser. Airs in 2026.

PV: https://t.co/JoEDKvOZlf 

Director: Takayuki Yamamoto
Script: Kenta Ihara
Character Design: Yuuji Hosogoe
Production: NUT

https://t.co/tLHcw5zQio - #youjosenki https://t.co/L1fEYTdAuD",1994497287683281320,2025-11-28T20:03:04.000Z,en,2,0,32,1,1,1793,AniListco
1994489210036711789,['1994489210036711789'],"""Hell’s Paradise"" Season 2 new Visual. Airs January 11, 2026.

https://t.co/hm4xYqRBtJ - #地獄楽アニメ https://t.co/5xtNzhTl87",1994489210036711789,2025-11-28T19:30:58.000Z,en,0,0,31,0,0,1577,AniListco
1992621297809977497,['1992621297809977497'],"""Undead Unluck: Winter Arc"" new Visual and PV. Airs December 25, 2025.

PV: https://t.co/npnlsSBPZu 

https://t.co/XbAZG4qJ4w - #アンデッドアンラック https://t.co/N9Lvyxl5ng",1992621297809977497,2025-11-23T15:48:33.000Z,en,2,0,27,0,1,2030,AniListco
1992520494071910907,['1992520494071910907'],"""Expelled From Paradise: Resonance"" new Visual and PV. Opens November 13, 2026.

PV: https://t.co/WrtoecNcag 

https://t.co/AN9h0aMj6x -   #楽園追放",1992520494071910907,2025-11-23T09:07:59.000Z,en,0,0,10,0,1,1376,AniListco
1991543464304029763,['1991543464304029763'],"""Frieren: Beyond Journey’s End"" Season 2 new PV. Airs January 16, 2026.

PV: https://t.co/WkeJAAllED 

https://t.co/03buBC53EI - #フリーレン2期 #フリーレン #frieren https://t.co/JwSZavLjhl",1991543464304029763,2025-11-20T16:25:37.000Z,en,3,0,43,1,0,1601,AniListco
1991231145774662061,['1991231145774662061'],"""Kusunoki no Bannin"" new Visual and Trailer. Opens January 30, 2026.

Trailer: https://t.co/OHyk99L7J2 

https://t.co/mFeSUFt5tt - #クスノキの番人 https://t.co/pkqBnMhzLR",1991231145774662061,2025-11-19T19:44:35.000Z,en,0,0,14,0,2,1340,AniListco
1990795645083427210,['1990795645083427210'],"""Witch Hat Atelier"" new Trailer. Airs in April, 2026.

Trailer: https://t.co/M1msz8CXbv 

https://t.co/GUan9SdMHs - #とんがり帽子のアトリエ #WitchHatAtelier #Δ帽子 https://t.co/eeghNM6aTJ",1990795645083427210,2025-11-18T14:54:03.000Z,en,4,0,36,1,3,2135,AniListco
1990001020659696086,['1990001020659696086'],"""Sasaki and Peeps"" Season 2 new Visual. Airs in 2026.

https://t.co/9TZnh1OtWK - #ささピー #sasapi https://t.co/rFruiKPtfJ",1990001020659696086,2025-11-16T10:16:30.000Z,en,1,0,18,0,1,1608,AniListco
1990000148055773503,['1990000148055773503'],"""Re:ZERO -Starting Life in Another World"" Season 4 new Visual and PV. Airs in April, 2026.

PV: https://t.co/O1MmlsKkbh 

https://t.co/sFs8ILOurm - #rezero #リゼロ https://t.co/FsXmE7xwjd",1990000148055773503,2025-11-16T10:13:02.000Z,en,4,0,23,1,1,1814,AniListco
1989054611383001417,['1989054611383001417'],"""DEATH STRANDING ISOLATIONS"" (Working Title) announced. Airs in 2027.

Director: Takayuki Sano
Original Character Design: Ilya Kuvshinov
Studio: E&amp;H Production

https://t.co/yxhmlY9dCN https://t.co/DTLk10qYw7",1989054611383001417,2025-11-13T19:35:48.000Z,en,2,0,16,0,3,1850,AniListco
