created_at,text,lang,conversation_id,id,edit_history_tweet_ids,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,in_reply_to_user_id,username
2026-01-20T18:27:23.000Z,"Scenes from Nasdaq Basecamp in #Davos, alongside @FT and @Teneo: 

In an FT-led discussion, Former Speaker Paul Ryan (@SpeakerRyan) shares insights on the topics moving markets, from evolving policy to shifting geopolitical dynamics — and what leaders need to think about in 2026 https://t.co/SMeFvFxBw3",en,2013679766151340108,2013679766151340108,['2013679766151340108'],26,7,14,2,3,4327,,Nasdaq
2026-01-20T05:15:00.000Z,"Today, @Nasdaq released a 2026 Outlook Survey which asked top business leaders for their thoughts on AI and the economy.
 
Despite significant institutional investments in AI, just 5% of leaders believe their organizations are AI-native. The vast majority, 71%, categorized https://t.co/ntAmM6vUhj",en,2013480358520537475,2013480358520537475,['2013480358520537475'],10,15,29,0,3,7202,,Nasdaq
2026-01-19T18:11:34.000Z,"📍🏔️ The @Nasdaq Basecamp has landed in #Davos, Switzerland for the @wef Annual Meeting. 

We’re looking forward to connecting with leaders who are shaping the future of the financial system. #WEF26 https://t.co/8oFyI71pUu",en,2013313398788739292,2013313398788739292,['2013313398788739292'],12,12,42,2,2,9925,,Nasdaq
2026-01-13T14:38:45.000Z,"Abu Dhabi Securities Exchange (@ADX_AE) is pursuing a bold vision to modernize its marketplace and position Abu Dhabi as a leading financial hub.

Through its partnership with Nasdaq, ADX launched the new ADX Group , introducing two new subsidiaries, Abu Dhabi Clear (AD Clear) https://t.co/cMfFrz7wEY",en,2011085512535048359,2011085512535048359,['2011085512535048359'],3,7,9,0,3,3405,,Nasdaq
2026-01-08T16:05:33.000Z,"Today, Nasdaq &amp; @CMEGroup are responding to that demand and reintroducing the Nasdaq Crypto Index (NCI) as the Nasdaq CME Crypto™ Index (NCI™) establishing a leading benchmark built for institutional-grade exposure and the next wave of derivatives innovation. https://t.co/25uqoc22F8",en,2009295418052444174,2009295418052444174,"['2009291233240264797', '2009295418052444174']",13,26,57,32,4,28072,,Nasdaq
2026-01-01T05:00:00.000Z,"Happy New Year from the Nasdaq Tower in Times Square! 🎊

In 2026, we will continue to unlock new possibilities, strengthen connections, and power innovation across the markets. 

Here’s to shaping the future together. https://t.co/wNbuDLzrTq",en,2006591212203946495,2006591212203946495,['2006591212203946495'],20,19,61,1,7,7112,,Nasdaq
2026-01-01T00:10:08.000Z,"Times Square, home to the Nasdaq Tower, is ready to ring in 2026. 🌟

The U.S. markets will be closed tomorrow, January 1, in observance of New Year's Day.

Photo credit: @TimesSquareNYC https://t.co/JbLj3ebUob",en,2006518265099800745,2006518265099800745,['2006518265099800745'],7,11,33,0,5,5904,,Nasdaq
2026-01-01T00:04:20.000Z,"Thank you for ringing in the final Nasdaq bell ceremony of 2025, @RockinEve and @RyanSeacrest! 👏 https://t.co/8KsvvxTXpq",en,2006516806748627153,2006516806748627153,['2006516806748627153'],3,1,14,0,1,3805,,Nasdaq
2025-12-22T17:51:40.000Z,"In this edition of the Nasdaq Newsroom Monthly, we’re looking back at defining moments of 2025 where Nasdaq played a role in shaping the evolution of the markets and supporting economic progress around the world. 

Learn more: https://t.co/6vw8RJznXz https://t.co/Kg9axOXvvp",en,2003161531517653016,2003161531517653016,['2003161531517653016'],6,15,13,0,2,3848,,Nasdaq
2025-12-22T16:18:00.000Z,"In 2025, @Nasdaq delivered landmark partnerships, record-breaking listings, and market infrastructure milestones that expanded economic opportunity and helped reinforce trust in the global financial system. 
 
Watch the recap: https://t.co/OnsT1ICM5m",en,2003137957402730578,2003137957402730578,['2003137957402730578'],20,40,40,1,4,16192,,Nasdaq
2025-12-19T15:28:35.000Z,"""We started to build and do equity deals and find ways to grow our family wealth, that's something we strive to do... for my future generations of kids and teaching them to understand money and financial literacy.""

In this episode of Nasdaq's The Winning Formula, Super Bowl https://t.co/pL6uHT6pEX",en,2002038358499840348,2002038358499840348,['2002038358499840348'],1,8,9,1,0,3891,,Nasdaq
2025-12-18T16:18:53.000Z,"Nasdaq once again led the U.S. listings market in 2025, marking a decade of leadership. Read more about Nasdaq's listings momentum and outlook for 2026: https://t.co/bTWCSSa9vm https://t.co/fwOiCMsiwM",en,2001688631375736858,2001688631375736858,['2001688631375736858'],8,11,14,1,2,5494,,Nasdaq
2025-12-18T16:00:00.000Z,"In 2025, #NasdaqListed company leaders shared their best advice. Hear what they had to say. https://t.co/5mt5GO8Jlt",en,2001683876746301515,2001683876746301515,['2001683876746301515'],3,5,13,1,3,4100,,Nasdaq
2025-12-18T14:15:24.000Z,"It was a busy year at @Nasdaq. Here’s a look back at some of our biggest wins of 2025. #NasdaqListed 

🔔 $46.65 billion raised 
🔔 22 corporate listings transferred 
🔔 $1.2 trillion in market value switches

Read more: https://t.co/vTVJ4RzQpG https://t.co/30v2EkI0Ig",en,2001657554204520646,2001657554204520646,['2001657554204520646'],4,3,14,0,1,3853,,Nasdaq
2025-12-17T23:00:00.000Z,"""The beauty of the basin is that it's been around for a hundred years, and it's had many lives,"" says Diamondback Energy $FANG CEO Kaes Van't Hof. ""There's going to be a long, long history ahead for the Permian.""

In the latest episode of Nasdaq's new series, ""Built In: Texas,"" https://t.co/BVUOeccc1D",en,2001427186171924508,2001427186171924508,['2001427186171924508'],1,6,8,1,0,3292,,Nasdaq
2025-12-16T22:00:22.000Z,"""What we focus on is trying to close the information gap as much as possible between being at the factory and being at track.""

Bradley Lord, Team Representative, @MercedesAMGF1 Chief Communications Officer, reveals how communications, leadership, and culture come together to https://t.co/Qxn6JS9lpX",en,2001049791032144331,2001049791032144331,['2001049791032144331'],0,10,6,0,0,2566,,Nasdaq
2025-12-16T14:46:05.000Z,"2025 was a landmark year for Nasdaq Europe, with record performance across seven exchanges in the Nordics and Baltics. Hear more about Nasdaq Europe’s momentum and 2026 outlook: https://t.co/Db077fBtAw https://t.co/jP9PPWSavO",en,2000940501466317229,2000940501466317229,['2000940501466317229'],6,7,18,0,1,3482,,Nasdaq
2025-12-11T16:02:01.000Z,"""Everything we do is tied to technology today.""

In the latest episode of Nasdaq's series, ""Built In: Texas,"" we explore how major players in the oil and gas industry are harnessing innovation and ushering in a new era of technology: https://t.co/lSKg0L0ftH https://t.co/1na16cASCd",en,1999147668870725664,1999147668870725664,['1999147668870725664'],2,12,12,1,0,5340,,Nasdaq
2025-12-08T17:00:16.000Z,"""You have to innovate and change the world.""

Entrepreneur and Passes CEO @lucy_guo visits Nasdaq MarketSite to reflect on her entrepreneurial journey, sharing how she stays motivated, inspired, and grounded in gratitude: https://t.co/8h1vhOBrSB https://t.co/FQm4GDJgb2",en,1998075163775013084,1998075163775013084,['1998075163775013084'],4,15,15,0,0,4210,,Nasdaq
2025-12-06T13:00:00.000Z,"“Bitcoin has an amazing technology, but what makes Bitcoin worth two trillion dollars is the social construct of people believing.""

In this Words of Wisdom conversation, CEO of @galaxyhq Mike Novogratz reflects on the evolution of the crypto industry, the power of belief in https://t.co/1qmUVrMX7d",en,1997289925733945636,1997289925733945636,['1997289925733945636'],5,7,14,2,0,4099,,Nasdaq
2025-12-06T11:00:00.000Z,"New round lots for high-priced stocks have helped narrow spreads and improve market efficiency:

- 50% average spread decline for 10‑share lots
- 34% average spread compression for 40‑share lots
- 8% reduction for Exchange Traded Products (ETPs)

Learn how spreads have tightened https://t.co/M9t5OotGFQ",en,1997259724526403882,1997259724526403882,['1997259724526403882'],4,3,16,0,1,3375,,Nasdaq
2025-12-05T19:53:43.000Z,"Mike Novogratz, Founder and CEO of @galaxyhq, knows the highs and lows of building in the digital asset space.

On $GLXY’s listing day, Nasdaq sat down with @novogratz to hear his journey from Wall Street to digital assets, and why he thinks blockchain technology can drive https://t.co/mBKM4uhDzJ",en,1997031652803932199,1997031652803932199,['1997031652803932199'],2,4,23,2,2,5044,,Nasdaq
2025-12-03T17:01:20.000Z,"""Every part of the fan experience, we have to make it faster, better, cheaper and more efficient.""

In this episode of Nasdaq's The Winning Formula, Ted Leonsis shares his vision for the rise of sports as an asset class, and what it takes to serve the modern fan: https://t.co/lWgKqNB5wn",en,1996263496145580452,1996263496145580452,['1996263496145580452'],1,2,10,0,0,1835,,Nasdaq
2025-12-03T16:12:09.000Z,"Nasdaq Chair and CEO Adena Friedman and @SECGov Chairman @SECPaulSAtkins discussed reducing regulatory complexity, improving the public company experience, and what’s shaping the future of the U.S public markets. 

Learn more: https://t.co/ME7wVtjD6B https://t.co/QZw6b7IwaD",en,1996251116133093637,1996251116133093637,['1996251116133093637'],3,2,10,0,1,1956,,Nasdaq
