lang,created_at,text,conversation_id,edit_history_tweet_ids,id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,in_reply_to_user_id,username
en,2026-01-09T19:48:08.000Z,"Nearly all Alzheimer’s, and half of dementia, is driven by APOE.

A new, large-scale analysis reports that up to 93% of Alzheimer’s cases and 85% of brain amyloid burden are attributable to having an APOE ε3/ε4 genotype, and the combined contribution of ε3 and ε4 to all-cause https://t.co/lbP5NZJ4q7",2009713823947862142,['2009713823947862142'],2009713823947862142,152,50,1204,15,903,113760,,foundmyfitness
en,2026-01-07T22:01:01.000Z,"From my appearance on @LewisHowes podcast last year.
https://t.co/sA4s1SByTy",2009016116396310639,['2009022486642618863'],2009022486642618863,6,3,41,0,29,34211,66590132,foundmyfitness
en,2026-01-07T21:35:42.000Z,"If you're sleep deprived, one of the best things you can do (counterintuitively) is high-intensity exercise.

A few hours of sleep deprivation reduces insulin sensitivity and impairs cognitive function.

But just 10 minutes of HIIT can enhance brain blood flow, cognitive https://t.co/8BSqG8bqkN",2009016116396310639,['2009016116396310639'],2009016116396310639,228,67,2578,31,1228,267160,,foundmyfitness
en,2026-01-06T19:02:50.000Z,"Link to the study.
https://t.co/UIta7Lz1Pr",2008615011854201103,['2008615259175797083'],2008615259175797083,3,6,51,0,9,14842,66590132,foundmyfitness
en,2026-01-06T19:01:51.000Z,"Magnesium may help make vitamin D adequate.

Personalized magnesium glycinate supplementation (12 weeks) increased levels of two vitamin-D-producing microbes in the gut: C. maltaromaticum (by 23%) and F. prausnitzii (by 2%).

Magnesium supplementation also raised 25(OH)D3 levels https://t.co/jWq648sp4f",2008615011854201103,['2008615011854201103'],2008615011854201103,159,47,1125,16,372,70446,,foundmyfitness
en,2026-01-05T22:12:56.000Z,"Being sedentary should be viewed as a disease.

Nothing moves the needle more for longevity than improving cardiorespiratory fitness, and the best way to do that is simple: get more active (and make some of it vigorous). https://t.co/Pf5hN40ao7",2008300711440793627,"['2008292504416711030', '2008300711440793627']",2008300711440793627,46,24,625,8,178,66877,,foundmyfitness
en,2026-01-05T15:32:40.000Z,"Link to the study.
https://t.co/5qK7ZUql2i",2008199866606829592,['2008199978632745231'],2008199978632745231,3,4,82,0,30,18324,66590132,foundmyfitness
en,2026-01-05T15:32:13.000Z,"Just 10 minutes of vigorous exercise can halt cancer cell growth.

When colon cancer cells from obese/overweight adults were exposed to post-exercise serum and given a small dose of radiation, the cells had fewer markers of DNA damage and an overall faster DNA-repair response. https://t.co/8Y3seeOJPM",2008199866606829592,['2008199866606829592'],2008199866606829592,171,26,1181,12,443,63150,,foundmyfitness
en,2026-01-02T19:52:26.000Z,"Does using melatonin raise heart failure risk?

A preliminary (not peer-reviewed) conference abstract reported that adults with insomnia with ≥1 year of documented melatonin use had a 90% higher 5-year rate of heart failure and 3.5x more hospitalizations than adults without a https://t.co/DLFsoGhqvO",2007178190251536802,['2007178190251536802'],2007178190251536802,36,46,412,3,141,69754,,foundmyfitness
en,2026-01-01T20:58:24.000Z,"Of everything I learned in 2025 (from the podcast + digging into the research), a few habits rose to the top as the highest ROI for healthspan:

• Micro-bouts of vigorous movement throughout the day (even ~1 minute at a time)
• A consistent sleep schedule (same general",2006832401222373409,['2006832401222373409'],2006832401222373409,129,58,1869,8,1109,149921,,foundmyfitness
en,2025-12-31T21:16:28.000Z,"Here's a link to the study.
https://t.co/zlJ6DctU4X",2006474157400191323,['2006474561827815529'],2006474561827815529,1,5,38,0,7,16678,66590132,foundmyfitness
en,2025-12-31T21:14:52.000Z,"Indoor tanning is a potent carcinogen with a clear dose-response, not a safer way to get UV as the industry claims.

Tanning bed use is associated with a nearly 300% higher skin cancer risk. People with &gt;200 lifetime sessions show &gt;6-fold higher risk.

Mechanistically, tanning https://t.co/Be83T4eqqZ",2006474157400191323,"['2006472196567228534', '2006474157400191323']",2006474157400191323,53,33,474,6,112,54378,,foundmyfitness
en,2025-12-30T18:49:56.000Z,"Choline plays a critical role in fetal brain development, and the form and dose matter.

Pregnant women who supplemented with twice the RDA for choline (900 mg/day) had children with higher intelligence scores than women taking 450 mg/day. But not all choline is equal.

For https://t.co/nX3mAhjp2l",2006075296198393877,['2006075296198393877'],2006075296198393877,75,36,1084,5,833,124639,,foundmyfitness
en,2025-12-29T20:46:26.000Z,"Link to the study.
https://t.co/CUyvVIFB7H",2005742004530028630,['2005742228007010664'],2005742228007010664,10,2,115,0,53,26000,66590132,foundmyfitness
en,2025-12-29T20:45:33.000Z,"Increase your vitamin C intake if you're concerned about skin aging. Vitamin C is an essential cofactor for collagen synthesis.

Consuming 250 mg/day of vitamin C from kiwifruit for 8 weeks saturated plasma vitamin C stores - that rise tracked with a parallel increase in vitamin https://t.co/LllAPygFyn",2005742004530028630,['2005742004530028630'],2005742004530028630,422,60,3132,45,1778,783574,,foundmyfitness
