text,id,edit_history_tweet_ids,lang,created_at,conversation_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,username,in_reply_to_user_id
"I’m proud to join the Esports World Cup as Global Ambassador - standing with esports athletes who rise above and inspire the next generation.

@EWC_EN  #AD https://t.co/o1BIcuWtoh",1933480103910019535,['1933480103910019535'],en,2025-06-13T11:02:33.000Z,1933480103910019535,26507,7919,411779,1550,4661,36614478,Cristiano,
👍🏽❤️❤️ https://t.co/zrM25YoYsz,1933084203161104685,['1933084203161104685'],qme,2025-06-12T08:49:23.000Z,1933084203161104685,58758,16021,960380,5993,11411,85618501,Cristiano,
"We have liftoff. Collect our latest Digital Collectibles as we journey to the moon 🌕

Only 7,777 mystery boxes up for grabs! Simply register and KYC. 👀🎁 #AD https://t.co/sAUqjCJ4uw",1932800494692610340,['1932800494692610340'],en,2025-06-11T14:02:02.000Z,1932800494692610340,10643,4510,134480,405,2501,13914801,Cristiano,
https://t.co/AOQUHLstvq,1932577554361151654,['1932577554361151654'],zxx,2025-06-10T23:16:09.000Z,1932577554361151654,56328,14010,1208256,3334,8431,65477484,Cristiano,
🇵🇹❤️ Feliz Dia de Portugal https://t.co/n2a3pSItMT,1932366064588886402,['1932366064588886402'],pt,2025-06-10T09:15:46.000Z,1932366064588886402,52859,11029,1030898,1595,6504,54345940,Cristiano,
🏆❤️ https://t.co/UuHkAHP3X1,1932067342357348741,['1932067342357348741'],qme,2025-06-09T13:28:45.000Z,1932067342357348741,119698,28484,2333517,8215,28026,142028134,Cristiano,
Sem o vosso apoio nada seria possível. Os melhores 🇵🇹 https://t.co/p3rVdKMZNo,1932005846440964366,['1932005846440964366'],pt,2025-06-09T09:24:23.000Z,1932005846440964366,60871,10158,916091,1470,6613,56392144,Cristiano,
É NOSSA!!!!!! 🏆 https://t.co/YPqYflKKiE,1931870590807552162,['1931870590807552162'],pt,2025-06-09T00:26:55.000Z,1931870590807552162,203157,27488,2177799,10076,19021,90153197,Cristiano,
É por nós. É por vocês. É por Portugal. Amanhã é dia de fazer história outra vez 🇵🇹 https://t.co/p1SgCGVWxo,1931407122987708673,['1931407122987708673'],pt,2025-06-07T17:45:16.000Z,1931407122987708673,56346,14387,951241,3829,6967,62122477,Cristiano,
Hoje é o vosso dia! Muitos parabéns meus amores ❤️ https://t.co/0SItgVKkuq,1930567769830916398,['1930567769830916398'],pt,2025-06-05T10:09:59.000Z,1930567769830916398,18777,5217,487349,601,3639,43822202,Cristiano,
"EM FRENTE, PORTUGAL!! https://t.co/KKuCip7yt8",1930376954663838134,['1930376954663838134'],pt,2025-06-04T21:31:45.000Z,1930376954663838134,67576,13137,1044689,4198,6668,56159354,Cristiano,
🛫 🇩🇪 https://t.co/upLN6stM53,1929990480487690403,['1929990480487690403'],qme,2025-06-03T19:56:02.000Z,1929990480487690403,26345,6955,611621,755,3408,43357277,Cristiano,
Focados no objetivo! 🇵🇹 https://t.co/ZRrUnJN8b0,1929628814482854102,['1929628814482854102'],es,2025-06-02T19:58:54.000Z,1929628814482854102,22809,8141,523487,1191,3137,42239875,Cristiano,
"Parabéns, craques! 🏆 https://t.co/Dnn3B92g0H",1929288261718925751,['1929288261718925751'],pt,2025-06-01T21:25:40.000Z,1929288261718925751,13620,3212,321622,159,1565,33999739,Cristiano,
😎🇵🇹 https://t.co/idTQtI8saQ,1929264580527595613,"['1929264517898183057', '1929264580527595613']",qme,2025-06-01T19:51:34.000Z,1929264580527595613,32580,11716,851233,1545,4618,52972266,Cristiano,
"This chapter is over.
The story? Still being written.
Grateful to all. https://t.co/Vuvl5siEB3",1927101078979375440,['1927101078979375440'],en,2025-05-26T20:34:35.000Z,1927101078979375440,66701,35048,1180823,14825,16450,131475151,Cristiano,
"Living your best life is all about simplicity. Prioritize quality protein, stay active, and ensure you get enough rest.
@Herbalife24 products give me the quality proteins I need to keep it simple and effective. #Ad https://t.co/R5HXBEpegN",1926261911995273307,['1926261911995273307'],en,2025-05-24T13:00:02.000Z,1926261911995273307,13876,6916,248024,1067,2963,38521596,Cristiano,
One of those nights where the ball just didn’t want to go in… until it did 😅 https://t.co/0jz9EIABvk,1925262012973543624,['1925262012973543624'],en,2025-05-21T18:46:48.000Z,1925262012973543624,30940,12492,596898,1896,5691,62455477,Cristiano,
"You think you know what age I am?
Think again. Watch the reveal with WHOOP Founder and CEO @willahmed on the @WHOOP Podcast. #Ad https://t.co/mYWfOVUGkD",1924859108865323121,['1924859108865323121'],en,2025-05-20T16:05:48.000Z,1924859108865323121,13352,6075,159452,332,2437,17943747,Cristiano,
Have you heard the news? @UFLgame got a big update recently! Season 2 is on! Go and play for free! UFL is available on PS5 and Xbox Series X|S. Learn more at https://t.co/4rPvq08trV #Ad https://t.co/tkXRrkUFHS,1922957070048874841,"['1922956085771563158', '1922957070048874841']",en,2025-05-15T10:07:46.000Z,1922957070048874841,9771,7902,148292,356,1702,20487758,Cristiano,
"Parabéns pela estreia por @selecaoportugal, filho. Muito orgulho em ti! https://t.co/BWbKDewDnZ",1922286880344740267,['1922286880344740267'],pt,2025-05-13T13:44:41.000Z,1922286880344740267,27328,6282,467936,1095,4459,64063453,Cristiano,
Let’s go! 🔥 https://t.co/sJjfti40dj,1921974805747716211,['1921974805747716211'],en,2025-05-12T17:04:36.000Z,1921974805747716211,12053,5986,221124,408,1287,54829664,Cristiano,
"What I do today can give me more tomorrows. With the all-new @WHOOP, I’m in control—thanks to game-changing features like Healthspan with WHOOP Age. Wake up. Join the ones who already have. #Ad https://t.co/TGEb8lsg48",1921191243482087932,"['1921191081317663047', '1921191243482087932']",en,2025-05-10T13:11:01.000Z,1921191243482087932,11370,5517,160991,288,1520,18915086,Cristiano,
Wake up to a better way—tune in to @WHOOP Thursday at 10am ET ⏱️ #Ad https://t.co/1m31YHg1dX,1919453517518872985,['1919453517518872985'],en,2025-05-05T18:05:54.000Z,1919453517518872985,12584,7125,192157,340,1949,40234897,Cristiano,
"Todos os dias são delas, mas hoje em especial
❤️ Feliz dia da Mãe. https://t.co/ijSjXg9bVi",1918986231393718461,['1918986231393718461'],pt,2025-05-04T11:09:05.000Z,1918986231393718461,22228,9229,468023,957,5272,69321389,Cristiano,
"Sometimes the dream has to wait. I’m proud of this team and everything we gave on the pitch. 🟡🔵

Thank you to all the fans who believed in us and stood by us every step of the way. Your support means the world. 🙏 https://t.co/sLP6k4ihrH",1917664045123133537,['1917664045123133537'],en,2025-04-30T19:35:11.000Z,1917664045123133537,20433,13255,314507,1810,3401,53714255,Cristiano,
Full focus. https://t.co/K6UatThWCm,1917327623421563126,['1917327623421563126'],en,2025-04-29T21:18:22.000Z,1917327623421563126,24416,10979,468748,1473,3327,63330304,Cristiano,
Ready. 🦾 https://t.co/YPYlHJFwHV,1915878365313339728,['1915878365313339728'],en,2025-04-25T21:19:32.000Z,1915878365313339728,28290,12083,593875,1610,3995,88152586,Cristiano,
"Hi guys! FATAL FURY: City of the Wolves launches TODAY, which now officially makes me a character in the game!
 
Download the game today &amp; check out how I sync up my football skills with my South Town character!
Hope you're ready to REV IT UP with me!

@FATALFURY_PR #SNK https://t.co/fVHvhXBC8N",1915409532924158248,['1915409532924158248'],en,2025-04-24T14:16:33.000Z,1915409532924158248,9922,4845,101244,476,2912,30472353,Cristiano,
"#Ad The game keeps evolving - I’ve just heard one of the biggest events in the Web3 calendar #BinanceBlockchainWeek is rolling into Dubai bringing industries and innovators together under one roof. Score your early-bird ticket today.

Tickets on sale today from https://t.co/keOXoK3rb5",1914982579465281859,['1914982579465281859'],en,2025-04-23T10:00:00.000Z,1914982579465281859,8372,5088,67748,176,635,10916420,Cristiano,
"Every game is a chance to grow. Together, @AlNassrFC! https://t.co/ohGSI17nAU",1913339409665233224,['1913339409665233224'],en,2025-04-18T21:10:38.000Z,1913339409665233224,18022,8863,413825,980,3090,70457163,Cristiano,
"¡Feliz día, mi amor! Nuestro amor siempre está contigo. #AngelyBella. 🥰❤️ https://t.co/FgFPg6RHXC",1913177898187374723,['1913177898187374723'],es,2025-04-18T10:28:50.000Z,1913177898187374723,28403,8730,820827,1038,6492,102842670,Cristiano,
Keep pushing 🟡🔵 https://t.co/7sRTLzDc4w,1912255776154087818,['1912255776154087818'],en,2025-04-15T21:24:39.000Z,1912255776154087818,22430,8487,439593,968,2755,65444795,Cristiano,
"I never back down from a challenge 💥 Check out my first collaboration trailer with DJ Salvatore Ganacci as we go head-to-head in FATAL FURY: City of the Wolves. 
More to come — stay tuned, South Town. 

@FATALFURY_PR #SNK #FATALFURY #CR7 #AD https://t.co/n7KcQr63vN",1911763830826230166,"['1911763782063267915', '1911763830826230166']",en,2025-04-14T12:49:50.000Z,1911763830826230166,9193,3807,91736,464,2559,35607412,Cristiano,
This is how we do it ⚽️⚽️ https://t.co/IJR2ivdYEa,1911152491909042393,['1911152491909042393'],en,2025-04-12T20:20:36.000Z,1911152491909042393,43293,12101,710356,1566,4836,91755043,Cristiano,
"... and action! 🎬 I'm excited to announce UR•MARV, my new film studio with Matthew Vaughn, and can't wait to tell you about our first movie. Coming soon! 👀 https://t.co/gr8Lffhom3",1910588895051329799,"['1910588824029118586', '1910588895051329799']",en,2025-04-11T07:01:04.000Z,1910588895051329799,12946,3909,160753,937,6635,63868976,Cristiano,
"Home isn’t just a place—it’s wherever adventure takes us. Gio and I brought the AROYA spirit home… but the real journey is just getting started. Excited to release our first-ever campaign together with AROYA Cruises — now sailing across the Mediterranean.

From the Red Sea to https://t.co/5uCb2G6vR1",1910363097774108906,['1910363097774108906'],en,2025-04-10T16:03:49.000Z,1910363097774108906,8848,4390,88258,469,2335,31913389,Cristiano,
Coming soon... https://t.co/c2XlFvqKme,1910270061878685745,['1910270061878685745'],en,2025-04-10T09:54:08.000Z,1910270061878685745,15187,5958,212057,952,4915,60024298,Cristiano,
"Can't wait! Yalla, Gio!
@aroyacruises #Ad https://t.co/zVngH9eqKf",1910008061856526695,['1910008061856526695'],en,2025-04-09T16:33:02.000Z,1910008061856526695,10049,4669,159861,241,2429,78795243,Cristiano,
"Um dos grandes símbolos da formação mundial deixou-nos mas o seu legado viverá para sempre. Nunca deixarei de estar grato por tudo o que fez por mim e por tantos outros jogadores. Até sempre, Senhor Aurélio, obrigado por tudo. Descanse em paz. https://t.co/8PvLE73id4",1909604229708120401,"['1909598721114845488', '1909604229708120401']",pt,2025-04-08T13:48:21.000Z,1909604229708120401,11594,4394,187523,272,1486,44173568,Cristiano,
"I hope everyone enjoys seeing me take on my newest challenge—joining FATAL FURY: City of the Wolves!
Get ready, South Town!
@FATALFURY_PR 

https://t.co/1cSLMuPkQu

#SNK #FatalFury #CR7 #AD https://t.co/Cepqn4Sz9N",1908867553469800598,['1908867553469800598'],en,2025-04-06T13:01:04.000Z,1908867553469800598,9658,4463,97168,404,2611,29969611,Cristiano,
RIYADH IS YELLOW AND BLUE! https://t.co/OPg8AYdtCA,1908264645850521752,['1908264645850521752'],en,2025-04-04T21:05:20.000Z,1908264645850521752,47072,13385,497173,2945,5871,102014328,Cristiano,
Working hard to reach our goals 👊🏼 https://t.co/r80gY1G3ir,1907547560811622414,['1907547560811622414'],en,2025-04-02T21:35:53.000Z,1907547560811622414,17420,6860,283502,515,2306,81624436,Cristiano,
"🎥 The moment has arrived!

#CR7LEGACY, a fragrance that celebrates my passion, determination, and incredible achievements. 🌟
Now, it’s your turn to create your own legacy.

#CR7 #CR7FRAGRANCES #AD https://t.co/Qj0saFf3MR",1906775463282044998,['1906775463282044998'],en,2025-03-31T18:27:51.000Z,1906775463282044998,10609,5113,121186,347,1321,17531112,Cristiano,
"Wishing everyone celebrating a blessed Eid Mubarak! May this special time bring joy, peace, and happiness to you and your loved ones. 🌙✨ https://t.co/PcD8zE7hLM",1906290736061944162,['1906290736061944162'],en,2025-03-30T10:21:43.000Z,1906290736061944162,63123,17193,733149,3311,7687,92842142,Cristiano,
Back in 🟡🔵 https://t.co/KMN789hH0m,1906080129979130202,['1906080129979130202'],en,2025-03-29T20:24:50.000Z,1906080129979130202,25389,8791,618653,1084,4433,96853352,Cristiano,
"Big news to share with everyone today!
I'm going to be a character in the new fighting game FATAL FURY: City of the Wolves! @FATALFURY_PR 
Let's have some fun on April 24th!  
 
https://t.co/XaIqKFHUIG 
#SNK #FatalFury #CR7 #AD https://t.co/UX0PhYKKNP",1904942189102182598,['1904942189102182598'],en,2025-03-26T17:03:04.000Z,1904942189102182598,26448,7819,227094,6664,11101,56470126,Cristiano,
"QUE NOITE, PORTUGAL! 🇵🇹 https://t.co/EA8M6eHi8o",1903956203459277284,['1903956203459277284'],pt,2025-03-23T23:45:07.000Z,1903956203459277284,37489,9598,613411,1406,4492,99413605,Cristiano,
"Amanhã não somos apenas 11 em campo, somos a força de um país inteiro. Vamos lutar com tudo o que temos para avançar. Juntos! https://t.co/zXMPQR2Pel",1903537739900891297,['1903537739900891297'],pt,2025-03-22T20:02:17.000Z,1903537739900891297,19284,9080,368825,1165,2419,70808408,Cristiano,
"Temos 90 minutos para dar a volta. Vamos com tudo, Portugal! https://t.co/EVVYIJZ5UJ",1902854801479639401,['1902854801479639401'],pt,2025-03-20T22:48:32.000Z,1902854801479639401,18900,9416,433207,976,2593,71972553,Cristiano,
👋🏼 🇩🇰 https://t.co/ofv3Qa6rlX,1902468420106440970,['1902468420106440970'],qme,2025-03-19T21:13:12.000Z,1902468420106440970,29701,10314,780933,1519,6181,110681522,Cristiano,
A trabalhar para vencer! 🇵🇹 https://t.co/12SPNwnCv3,1902104397930537123,['1902104397930537123'],pt,2025-03-18T21:06:42.000Z,1902104397930537123,22613,9143,487075,923,2839,73848684,Cristiano,
É bom estar de volta 🇵🇹 https://t.co/W5sG2D9l4U,1901681341457916327,['1901681341457916327'],pt,2025-03-17T17:05:37.000Z,1901681341457916327,25907,11858,559419,1280,3353,80919071,Cristiano,
Congrats! 3 in a row! 🔥 https://t.co/lCAEt08f3l,1900673103203651809,['1900673103203651809'],en,2025-03-14T22:19:15.000Z,1900673103203651809,9196,4680,192881,277,1494,122513004,Cristiano,
"Another battle won. Let’s go, @AlNassrFC 🔥 https://t.co/o9IEkX5pvp",1900662224034595112,['1900662224034595112'],en,2025-03-14T21:36:01.000Z,1900662224034595112,22068,9542,424044,526,2138,76913233,Cristiano,
"Legacy is more than a fragrance! It’s a reflection of my journey and I’m very happy to celebrate its 10th anniversary relaunching it in a newly designed bottle and with a more modern design.

#CR7 #CR7FRAGANCES #CR7LEGACY #AD https://t.co/r5oXZcIWik",1900187027783487915,['1900187027783487915'],en,2025-03-13T14:07:45.000Z,1900187027783487915,11894,6619,146894,383,2264,42377742,Cristiano,
"Quarter-finals, here we come! 🔥 https://t.co/ESuoNUkvG2",1899202792155222340,['1899202792155222340'],en,2025-03-10T20:56:45.000Z,1899202792155222340,30554,13953,563408,1166,3127,82997006,Cristiano,
"To the incredible women in my life — Gio, my daughters, my mother and my sisters —thank you for your strength and love. You inspire me every day. Happy International Women's Day! https://t.co/LYJo3JxJSw",1898402187023093769,['1898402187023093769'],en,2025-03-08T15:55:26.000Z,1898402187023093769,35218,11059,709743,1972,9886,117983371,Cristiano,
We will keep fighting! https://t.co/AotUuXGWjs,1898142503301267841,['1898142503301267841'],en,2025-03-07T22:43:33.000Z,1898142503301267841,11594,8346,248600,857,1380,96410379,Cristiano,
123 años de Real ¡Felicidades a toda la familia madridista! ¡Hala Madrid! https://t.co/MI6aQxWDGh,1897610977333465531,['1897610977333465531'],es,2025-03-06T11:31:27.000Z,1897610977333465531,87057,16873,875159,6185,9578,94020869,Cristiano,
https://t.co/7wgj5OamOO,1897397796124398039,['1897397796124398039'],zxx,2025-03-05T21:24:21.000Z,1897397775442255975,1138,498,10270,17,97,865921,Cristiano,155659213
Working hard 🦾 https://t.co/yt9rC4Ehnh,1897397775442255975,['1897397775442255975'],en,2025-03-05T21:24:16.000Z,1897397775442255975,20620,10578,453743,937,2722,69540882,Cristiano,
Have a great day 👍 https://t.co/3m5zrmNnYG,1896887799099674634,['1896887799099674634'],en,2025-03-04T11:37:48.000Z,1896887799099674634,51368,27534,1279412,4816,12024,131109428,Cristiano,
"Let's go, @AlNassrFC_EN! 🔥 https://t.co/EYC5AEMDck",1896571461277720631,['1896571461277720631'],en,2025-03-03T14:40:47.000Z,1896571461277720631,10231,6315,187077,277,991,74302724,Cristiano,
Keep going! ⚽️ https://t.co/L0cSEW75P0,1894487465672450553,['1894487465672450553'],en,2025-02-25T20:39:44.000Z,1894487465672450553,30869,38201,557502,1046,3153,90406068,Cristiano,
"Great seeing you again, champ! @usykaa https://t.co/wVvvmg6s2U",1893739497046540757,['1893739497046540757'],en,2025-02-23T19:07:34.000Z,1893739497046540757,17199,28769,370129,515,2696,87475915,Cristiano,
"Happy to celebrate Founding Day with His Royal Highness Crown Prince Mohammed bin Salman, and honored to attend the Saudi Cup horse race ceremony in Riyadh. https://t.co/qlkW3ABPla",1893393533576392717,['1893393533576392717'],en,2025-02-22T20:12:50.000Z,1893393533576392717,44020,33457,592216,2478,10707,100659954,Cristiano,
🟡🔵 https://t.co/M76uryd4qm,1892614212972663084,['1892614212972663084'],qme,2025-02-20T16:36:06.000Z,1892614212972663084,25224,19406,553544,849,2848,77298196,Cristiano,
"CR Team Pass in @uflgame features a whole range of exclusive items reflecting my path to glory. From bespoke kits to a unique stadium - wanna check them all?

Join the event and seize the chance to add me to your lineup as well!

Play now for free on PS5 and Xbox Series X|S! More https://t.co/xvo3JyGQWu",1892168362454925445,['1892168362454925445'],en,2025-02-19T11:04:27.000Z,1892168362454925445,7869,8894,94971,205,984,13405899,Cristiano,
"Exciting times for me and my TATEL &amp; TOTÓ family!

From the Middle East to the world, we are thrilled to bring the soul of the Mediterranean to life. With our award-winning TATEL Dubai, TOTÓ Dubai, TOTÓ Abu Dhabi, and La Camera by TOTÓ in Dubai, we continue redefining exceptional https://t.co/XdzFOfxbKF",1890718523917250585,['1890718523917250585'],en,2025-02-15T11:03:18.000Z,1890718523917250585,7157,8123,89833,335,1142,17829787,Cristiano,
My one and only Valentine. Always. 🫶 https://t.co/fHT5YSoNzE,1890360375448629654,['1890360375448629654'],en,2025-02-14T11:20:09.000Z,1890360375448629654,68605,22471,1428647,8822,19711,174423735,Cristiano,
UNTIL THE VERY END!! https://t.co/PVTVLHQVQm,1890146679480848757,['1890146679480848757'],en,2025-02-13T21:11:00.000Z,1890146679480848757,25082,11838,391760,629,2816,77334983,Cristiano,
✌🏽 https://t.co/rmKpfsm3HB,1889342439262953637,['1889342439262953637'],qme,2025-02-11T15:55:14.000Z,1889342439262953637,27433,20256,605265,1080,3216,70736082,Cristiano,
A win and first goal after 40! ✌🏽 https://t.co/NnlolPQ3US,1887927322038386973,['1887927322038386973'],en,2025-02-07T18:12:04.000Z,1887927322038386973,37188,11438,564742,1588,3904,93187079,Cristiano,
"Meu irmão, que carreira incrível! Vivemos muito juntos, foram anos de conquistas, vitórias e momentos inesquecíveis. Mais do que um companheiro de equipa, um companheiro para a minha vida. Obrigado por tudo, amigo. Desejo tudo de bom nesta nova etapa da vida. https://t.co/8RJAQAfdNK",1887517528169009528,['1887517528169009528'],pt,2025-02-06T15:03:41.000Z,1887517528169009528,50035,8682,687394,2428,7999,97438503,Cristiano,
"Thank you all for the amazing birthday messages! Had a great day with family and friends, couldn’t wish for anything better. https://t.co/VZ6XbhpV9l",1887254681719578633,['1887254681719578633'],en,2025-02-05T21:39:14.000Z,1887254681719578633,34613,16407,596410,1863,6331,100498496,Cristiano,
Two goals and a win! ⚽️⚽️ https://t.co/TMYy7dZibv,1886513591643222192,['1886513591643222192'],en,2025-02-03T20:34:24.000Z,1886513591643222192,34791,15049,637531,1724,3164,87135415,Cristiano,
.@ufc Fight night with @Turki_alalshikh and @danawhite https://t.co/lSUU80x58x,1885991131759952008,['1885991131759952008'],en,2025-02-02T09:58:20.000Z,1885991131759952008,9626,5172,194631,256,2029,66002638,Cristiano,
"Eager to elevate your @UFLgame to legendary level? Join CR Team Pass – a unique in-game event inspired by my journey!

Seize the chance to add me to your lineup!

Play now for free on PS5 and Xbox Series X|S! More info at https://t.co/raoxtCJvHT
#UFLgame #Ad https://t.co/3siWEGlnfv",1885704622615961799,['1885704622615961799'],en,2025-02-01T14:59:51.000Z,1885704622615961799,6647,4194,86139,199,1523,16817051,Cristiano,
It’s always fantastic to catch up with my good friend @piersmorgan https://t.co/2Pm40PyTZu,1885397817050419333,['1885397817050419333'],en,2025-01-31T18:40:43.000Z,1885397817050419333,19186,10394,473369,1349,5231,84774997,Cristiano,
"Confidence starts here! 
I’m Play(ing) it Cool

#CR7FRAGANCES #Ad https://t.co/NCOXwmpag5",1885338296546714102,['1885338296546714102'],en,2025-01-31T14:44:12.000Z,1885338296546714102,16605,10027,322263,1492,3874,77324429,Cristiano,
3 straight wins for us! https://t.co/btx4vFeN9e,1885053865843683612,['1885053865843683612'],en,2025-01-30T19:53:58.000Z,1885053865843683612,20702,7644,388254,614,2144,74918865,Cristiano,
"Para la madre, compañera, amiga, mi mujer… Feliz cumpleaños, amor.
Tu luz nos ilumina y tu amor nos contagia. ❤️ https://t.co/0kYFYwRgcp",1883871510391410830,['1883871510391410830'],es,2025-01-27T13:35:43.000Z,1883871510391410830,38529,18054,1071979,5032,14314,120936154,Cristiano,
